c_5mM.c_0mM___padj,p_5mM.p_0mM___padj,Combined categories
1.31E-58,0.8605615,Amino acid metabolism and transport
4.30E-16,0.1077631,Amino acid metabolism and transport
5.12E-09,1.84E-23,Amino acid metabolism and transport
1.09E-07,0.000429925,Amino acid metabolism and transport
8.27E-14,0.016800906,Amino acid metabolism and transport
2.65E-64,0.09395311,Amino acid metabolism and transport
1.10E-65,0.06206014,Amino acid metabolism and transport
1.68E-23,0.008536041,Amino acid metabolism and transport
4.33E-13,0.384776765,Amino acid metabolism and transport
0.000317636,0.110948976,Amino acid metabolism and transport
1.18E-09,1.14E-06,Amino acid metabolism and transport
8.98E-14,0.009848369,Amino acid metabolism and transport
5.94E-09,1.75E-08,Amino acid metabolism and transport
0.9640855,8.73E-06,Amino acid metabolism and transport
0.010212306,4.28E-249,Amino acid metabolism and transport
9.70E-07,2.23E-08,Amino acid metabolism and transport
0.4335502,5.61E-13,Amino acid metabolism and transport
1.57E-08,7.83E-14,Amino acid metabolism and transport
0.02783271,4.44E-28,Amino acid metabolism and transport
4.35E-15,2.11E-55,Amino acid metabolism and transport
1.15E-33,4.07E-06,Amino acid metabolism and transport
3.63E-07,1.78E-06,Amino acid metabolism and transport
3.99E-14,9.16E-17,Amino acid metabolism and transport
4.68E-17,1.92E-14,Amino acid metabolism and transport
0.5783419,6.64E-23,Amino acid metabolism and transport
9.89E-20,0.009721056,Amino acid metabolism and transport
7.98E-17,0.286459524,Amino acid metabolism and transport
0.415788451,4.39E-05,Amino acid metabolism and transport
0.003098856,0.487296621,Amino acid metabolism and transport
0.421943885,0.765081254,Amino acid metabolism and transport
0.000133903,0.000184444,Amino acid metabolism and transport
5.57E-12,1.74E-14,Amino acid metabolism and transport
0.000181421,0.009874387,Amino acid metabolism and transport
0.1044797,0.4054497,Amino acid metabolism and transport
0.000895118,0.001969499,Amino acid metabolism and transport
5.40E-108,2.73E-36,Amino acid metabolism and transport
5.96E-10,0.3383931,Amino acid metabolism and transport
0.6557925,0.835917,Amino acid metabolism and transport
0.254648301,3.61E-20,Amino acid metabolism and transport
0.00717788,0.000153675,Amino acid metabolism and transport
0.166343432,1.48E-06,Amino acid metabolism and transport
1.29E-43,2.45E-10,Amino acid metabolism and transport
5.61E-15,2.67E-07,Amino acid metabolism and transport
9.19E-86,0.9533727,Amino acid metabolism and transport
3.75E-07,2.04E-08,Amino acid metabolism and transport
0.000306172,0.08331072,Amino acid metabolism and transport
2.18E-16,0.05840629,Amino acid metabolism and transport
0.1198322,0.01781285,Amino acid metabolism and transport
2.88E-08,2.27E-06,Amino acid metabolism and transport
0.000530361,0.002576363,Amino acid metabolism and transport
1.40E-08,0.000140385,Amino acid metabolism and transport
5.43E-13,4.17E-05,Amino acid metabolism and transport
0.00054261,1.83E-06,Amino acid metabolism and transport
4.07E-26,0.001510751,Amino acid metabolism and transport
0.006278671,6.18E-09,Amino acid metabolism and transport
8.64E-14,0.922577383,Amino acid metabolism and transport
0.7918177,0.2135897,Amino acid metabolism and transport
0.072054141,0.134988657,Amino acid metabolism and transport
9.74E-07,0.00182487,Amino acid metabolism and transport
5.67E-23,1.38E-12,Amino acid metabolism and transport
0.005329524,0.47973464,Amino acid metabolism and transport
2.69E-10,3.31E-06,Amino acid metabolism and transport
0.000131578,6.56E-09,Amino acid metabolism and transport
3.61E-12,0.151346589,Amino acid metabolism and transport
6.90E-35,2.71E-38,Amino acid metabolism and transport
2.05E-10,0.000303311,Amino acid metabolism and transport
0.091735704,4.55E-22,Amino acid metabolism and transport
1.59E-70,3.38E-35,Amino acid metabolism and transport
0.1968346,0.00012798,Amino acid metabolism and transport
2.71E-06,9.24E-10,Amino acid metabolism and transport
0.5552894,0.004181954,Amino acid metabolism and transport
0.011772536,1.75E-11,Amino acid metabolism and transport
0.7259347,1.53E-05,Amino acid metabolism and transport
0.149874834,0.083111654,Amino acid metabolism and transport
3.51E-10,0.070019126,Amino acid metabolism and transport
0.380747053,8.57E-13,Amino acid metabolism and transport
3.42E-12,0.990403,Amino acid metabolism and transport
0.007168584,0.003173895,Amino acid metabolism and transport
2.52E-18,0.2224787,Amino acid metabolism and transport
1.15E-10,0.000589352,Amino acid metabolism and transport
4.62E-15,0.720900184,Amino acid metabolism and transport
1.84E-25,0.905915614,Amino acid metabolism and transport
0.09514236,2.80E-23,Amino acid metabolism and transport
4.46E-11,1.93E-09,Amino acid metabolism and transport
1.49E-19,0.6723245,Amino acid metabolism and transport
7.81E-07,0.4618975,Amino acid metabolism and transport
3.41E-12,3.59E-07,Amino acid metabolism and transport
0.2024719,0.000822127,Amino acid metabolism and transport
0.491127269,0.061487643,Amino acid metabolism and transport
0.4356681,0.008279464,Amino acid metabolism and transport
1.70E-09,3.62E-09,Amino acid metabolism and transport
6.45E-34,3.59E-36,Amino acid metabolism and transport
5.72E-215,2.16E-102,Amino acid metabolism and transport
7.19E-58,1.26E-16,Amino acid metabolism and transport
6.80E-09,2.99E-10,Amino acid metabolism and transport
0.134791455,0.085058447,Amino acid metabolism and transport
1.26E-11,9.80E-08,Amino acid metabolism and transport
4.01E-87,0.2860861,Amino acid metabolism and transport
1.45E-09,0.596035261,Amino acid metabolism and transport
0.005314357,0.7645009,Amino acid metabolism and transport
0.001900044,0.001943494,Amino acid metabolism and transport
0.000322846,0.14879561,Amino acid metabolism and transport
3.15E-14,0.8023712,Amino acid metabolism and transport
4.83E-18,0.6866408,Amino acid metabolism and transport
2.78E-20,2.90E-06,Amino acid metabolism and transport
0.01067847,0.03142641,Amino acid metabolism and transport
2.49E-11,2.34E-06,Amino acid metabolism and transport
5.21E-12,0.508977547,Amino acid metabolism and transport
0.003076467,0.00065906,Amino acid metabolism and transport
0.688062724,6.56E-27,Amino acid metabolism and transport
0.520916252,0.001077568,Amino acid metabolism and transport
1.34E-39,1.28E-18,Amino acid metabolism and transport
3.78E-29,0.139724361,Amino acid metabolism and transport
1.06E-49,0.03812367,Amino acid metabolism and transport
0.161501047,4.84E-19,Amino acid metabolism and transport
0.997523803,1.83E-06,Amino acid metabolism and transport
0.055039742,0.962293416,Amino acid metabolism and transport
1.31E-07,0.4512363,Amino acid metabolism and transport
4.08E-08,2.93E-05,Amino acid metabolism and transport
5.76E-06,0.02968426,Amino acid metabolism and transport
1.51E-17,1.23E-14,Amino acid metabolism and transport
0.003456412,0.02840773,Amino acid metabolism and transport
0.3035539,0.09043496,Amino acid metabolism and transport
0.098922196,0.082832813,Amino acid metabolism and transport
0.1209193,0.2537439,Amino acid metabolism and transport
2.55E-51,0.04772506,Amino acid metabolism and transport
0.004398599,0.195650226,Amino acid metabolism and transport
5.79E-11,0.199439676,Amino acid metabolism and transport
0.001162406,8.18E-10,Amino acid metabolism and transport
0.06796301,2.97E-07,Amino acid metabolism and transport
2.41E-12,1.76E-38,Amino acid metabolism and transport
3.77E-09,1.23E-12,Amino acid metabolism and transport
3.16E-07,9.16E-05,Amino acid metabolism and transport
0.005817193,1.40E-07,Amino acid metabolism and transport
1.06E-10,1.42E-17,Amino acid metabolism and transport
0.000872861,1.24E-15,Amino acid metabolism and transport
1.77E-05,2.25E-19,Amino acid metabolism and transport
0.009658894,0.001084348,Amino acid metabolism and transport
5.91E-16,0.054852989,Amino acid metabolism and transport
1.05E-67,0.000256706,Amino acid metabolism and transport
2.58E-11,0.412576273,Amino acid metabolism and transport
1.76E-06,6.19E-05,Amino acid metabolism and transport
0.017673757,0.542889012,Amino acid metabolism and transport
0.1381032,2.58E-05,Amino acid metabolism and transport
0.000798284,0.912573391,Amino acid metabolism and transport
0.023073987,0.005064454,Amino acid metabolism and transport
0.2743853,5.48E-09,Amino acid metabolism and transport
0.60622127,0.000781914,Amino acid metabolism and transport
0.093418185,0.067327721,Amino acid metabolism and transport
0.068063875,0.000111888,Amino acid metabolism and transport
3.32E-07,4.91E-22,Amino acid metabolism and transport
0.00971939,6.67E-28,Amino acid metabolism and transport
0.817240167,0.283824782,Amino acid metabolism and transport
0.725180731,0.038582368,Amino acid metabolism and transport
0.9815456,0.2206403,Amino acid metabolism and transport
0.110846329,0.867378797,Amino acid metabolism and transport
0.977839676,0.015400382,Amino acid metabolism and transport
0.223552627,0.000191203,Amino acid metabolism and transport
0.3124446,2.65E-55,Exopolysaccharide biosynthesis
8.02E-08,2.81E-07,Exopolysaccharide biosynthesis
0.33609628,2.54E-06,Exopolysaccharide biosynthesis
7.47E-05,0.001074654,Exopolysaccharide biosynthesis
2.49E-05,0.025878698,Exopolysaccharide biosynthesis
0.164695838,5.60E-11,Exopolysaccharide biosynthesis
0.403480143,0.022859616,Exopolysaccharide biosynthesis
0.2156454,4.29E-17,Exopolysaccharide biosynthesis
4.48E-14,3.80E-09,Exopolysaccharide biosynthesis
3.82E-25,1.33E-08,Exopolysaccharide biosynthesis
0.572124009,0.000348548,Exopolysaccharide biosynthesis
0.000121547,1.99E-11,Exopolysaccharide biosynthesis
0.450462413,6.03E-05,Exopolysaccharide biosynthesis
2.30E-06,0.001026728,Exopolysaccharide biosynthesis
0.833331454,0.014645741,Exopolysaccharide biosynthesis
0.407761754,0.689350693,Exopolysaccharide biosynthesis
0.349680149,0.103906658,Exopolysaccharide biosynthesis
0.849973211,0.988529885,Exopolysaccharide biosynthesis
0.714812965,0.44855457,Exopolysaccharide biosynthesis
0.000312216,1.93E-07,Exopolysaccharide biosynthesis
0.000998208,0.580345878,Exopolysaccharide biosynthesis
2.54E-05,0.900800243,Exopolysaccharide biosynthesis
0.057459766,0.267510771,Exopolysaccharide biosynthesis
0.9083151,0.007517115,
0.4645116,0.0006186,
0.1692051,0.08163846,
0.486214805,0.024747809,
0.204441728,0.705777338,
2.16E-07,0.000596809,
5.05E-05,0.001967306,
0.787666932,0.032037072,
1.21E-07,0.0571919,
8.98E-14,0.000771657,
5.02E-06,8.44E-08,
1.50E-07,0.1316971,
1.08E-05,0.9289857,
1.86E-11,0.4635277,
0.000574695,0.000599813,
5.46E-06,0.354959577,
0.1050158,0.1042998,
0.470170497,0.005908227,
0.911367104,0.138393241,
0.7264847,0.7170471,
0.359065479,0.801788793,
1.52E-13,0.8857025,
4.39E-23,0.8103966,
0.000591778,0.282725495,
0.874214413,0.017490319,
3.08E-12,0.342631779,
0.005154453,0.6113672,
0.009252578,3.30E-09,
0.09181217,0.007823932,
0.2406387,1.86E-05,
1.16E-07,0.01861705,
6.66E-19,0.7807671,
0.02185457,0.1042998,
0.000175032,0.810209978,
7.89E-07,0.003101618,
0.002634009,0.348310521,
0.026830183,0.040274332,
2.97E-05,0.000646475,
1.18E-09,0.390739,
5.22E-12,2.50E-12,
0.000722112,0.5405121,
6.53E-05,0.305351,
0.738238173,0.359299006,
0.065530639,4.02E-07,
2.61E-10,1.50E-06,
4.98E-16,0.007978208,
5.48E-05,0.795850383,
5.88E-23,0.03902228,
3.96E-06,0.109616847,
0.151390212,0.000409809,
9.69E-24,0.542840883,
0.5669172,8.42E-08,
0.6043389,0.229681,
6.60E-06,0.014557438,
0.00042908,0.110224673,
0.583981876,0.42253815,
1.11E-06,0.118493131,
6.41E-08,0.8103966,
3.51E-26,0.076629885,
0.020244604,0.136325859,
0.547080885,0.014318871,
0.001073184,7.15E-07,
0.203020838,0.043276954,
0.438432011,0.00260457,
0.43031931,0.119892204,
0.922611951,0.666148914,
1.27E-12,1.93E-06,
1.77E-05,4.06E-05,
0.000276415,0.002244929,
0.5056063,0.001534864,
0.006104042,0.006960838,
3.31E-09,2.23E-08,
5.81E-05,0.026341212,
0.049816205,0.000130394,
1.34E-15,0.841540629,
7.12E-11,1.21E-08,
8.34E-06,0.237014373,
2.98E-07,0.001242551,
2.32E-19,0.00713688,
0.03057686,0.192711039,
0.000744318,0.01715037,
0.007394318,0.112496165,
0.07769196,7.98E-05,
9.82E-05,0.1764101,
1.29E-11,2.08E-05,
9.21E-07,3.77E-06,
1.37E-13,0.03380499,
0.3517317,5.68E-05,
1.06E-09,0.07254155,
0.699814,0.001658863,
2.94E-11,0.000147046,
0.2315439,0.210812117,
0.000283289,0.002399127,
0.019168688,1.76E-10,
4.11E-06,0.449222241,
0.1514026,0.006907924,
7.78E-06,0.878354891,
0.86809032,0.002934528,
0.000547908,0.1807377,
0.1272888,5.03E-05,
5.39E-05,1.73E-05,
0.000135668,0.001286695,
5.52E-14,1.18E-05,
0.7335269,0.1197853,
1.88E-08,5.38E-08,
0.2105019,0.3441506,
0.6785169,0.006600272,
0.05094383,0.00056531,
0.9840788,0.5319694,
0.6118303,0.000497152,
4.04E-06,1.63E-09,
0.57322868,0.007033632,
3.93E-131,6.30E-15,
6.48E-43,0.957118097,
2.90E-26,0.098174371,
5.15E-40,0.001871282,
5.80E-25,0.169558851,
0.194288742,3.51E-08,
1.62E-16,0.013660499,
6.93E-26,2.61E-06,
1.11E-19,0.004879286,
4.61E-06,0.6202528,
1.10E-15,0.08113677,
0.338975933,0.067193154,
0.00724345,5.62E-05,
5.11E-10,0.001932927,
7.97E-05,0.03439256,
0.1441725,0.102369,
0.2525802,0.2228516,
0.01021231,0.1630713,
1.26E-05,0.000464073,
0.003938807,0.002962184,
0.000392027,0.01782211,
0.06489693,0.2338076,
0.085033257,0.216480593,
0.3971641,0.6647493,
0.000901501,0.4632821,
0.398006557,0.119723667,
2.07E-18,0.00015738,
0.5813085,0.52711,
0.001733253,0.223994357,
0.5120002,0.3858353,
1.49E-06,0.012035651,
0.973164237,2.91E-10,
0.000158199,0.8605288,
0.233495742,0.016607748,
0.583938391,6.33E-17,
0.018072534,0.048809891,
0.954912435,0.970137592,
0.955508862,0.904046364,
0.426353203,0.216066994,
0.61360881,0.213832043,
0.649751959,0.000382361,
0.291097626,0.456688585,
0.001599277,0.2584414,
0.421567023,0.034491079,
2.30E-16,0.07962601,
6.07E-12,0.1098539,
7.41E-20,0.4090966,
0.01971614,0.09187423,
0.064873989,0.001055417,
3.77E-05,0.208127151,
6.61E-14,8.32E-10,
0.020326519,1.64E-05,
0.219964978,0.001151341,
8.87E-06,3.13E-07,
2.93E-11,0.000128151,
2.04E-05,4.45E-08,
0.000604439,6.17E-12,
0.017657542,0.352112824,
0.002808739,0.01411029,
3.12E-11,2.31E-08,
0.010009952,2.49E-05,
3.55E-11,0.01625056,
9.08E-06,0.8012357,
0.131146271,0.388856371,
0.011421,0.01635479,
0.4130536,0.01060435,
0.559568276,0.098319169,
0.5389955,5.95E-05,
0.478384,0.9622309,
1.42E-08,3.31E-06,
0.159025815,0.701885533,
0.000714563,0.9552559,
0.7496573,4.19E-05,
0.000305346,0.002939839,
5.97E-08,5.48E-09,
1.13E-12,0.127418832,
0.095521081,3.40E-09,
0.641379169,0.024170409,
0.222108,0.000782065,
6.79E-10,0.001047071,
2.59E-05,0.002932318,
0.045407068,4.13E-13,
0.000127581,0.679152241,
0.26810039,1.29E-06,
0.112458192,0.084413261,
0.2630455,0.1006059,
0.265998413,0.664749292,
0.648019571,0.352112824,
1.46E-07,9.19E-10,
0.367394716,0.00886817,
0.2185483,0.2460242,
0.007038483,1.61E-19,
0.9956747,0.06673207,
0.977522074,0.833534798,
0.96731,0.1660646,
0.178344627,0.065701905,
6.03E-227,5.59E-07,
0.935928222,9.27E-09,
0.009605358,3.61E-05,
5.54E-05,0.9337859,
0.918582404,0.063141309,
0.101340758,0.644341571,
6.21E-12,0.1613437,
3.35E-10,0.11141878,
2.24E-05,0.667102525,
5.47E-05,0.670756,
0.9195658,0.03248342,
0.3443458,0.006151295,
0.001472796,0.000710706,
1.88E-61,2.72E-14,
3.57E-08,0.252383901,
9.83E-05,0.181525799,
6.31E-09,0.864847,
0.001570634,0.067726117,
0.993149418,0.5650147,
0.1853691,0.000987951,
0.002165463,0.898029337,
2.30E-09,2.35E-09,
5.42E-25,7.71E-06,
0.18485834,0.002130553,
2.89E-08,4.71E-11,
0.4271411,0.7218784,
0.022304689,1.09E-09,
6.93E-10,7.80E-08,
0.001051758,0.018329216,
0.000638823,0.008193212,
8.26E-05,0.002056981,
2.87E-08,0.98412831,
7.01E-10,0.0725897,
6.44E-10,0.137439148,
0.1124582,0.7465419,
3.29E-78,0.083095917,
1.59E-19,0.897313179,
0.002879728,4.20E-06,
0.2568332,0.3275167,
3.47E-282,6.64E-12,
0.050808193,0.750537226,
4.51E-09,7.13E-11,
0.024904693,0.009977487,
2.07E-05,0.09398582,
1.61E-07,0.000451825,
7.25E-23,0.066839597,
1.60E-28,7.72E-07,
2.10E-08,2.65E-06,
2.32E-05,0.739519835,
0.6755592,0.2677279,
0.508332722,0.755240723,
6.48E-06,0.044578852,
2.92E-05,0.000470933,
0.000187014,5.62E-06,
7.98E-08,0.225097884,
0.000460086,2.99E-06,
1.01E-07,3.94E-08,
3.11E-24,0.0979679,
8.79E-13,0.00093613,
0.785641,0.06345271,
8.93E-06,8.17E-11,
2.12E-18,0.5219407,
1.10E-60,0.000243629,
0.005446442,0.2592975,
1.19E-06,8.83E-12,
0.03136817,1.15E-05,
8.40E-12,7.12E-09,
0.255547,0.9725364,
0.055074318,0.016675769,
0.090392911,0.554901028,
2.32E-05,0.004987332,
0.318236041,0.000286718,
0.405579416,0.760811052,
0.796772042,0.824851296,
0.296944042,0.080296393,
0.707558327,0.055793578,
0.760057056,0.487249933,
0.008414027,0.157754873,
0.006941625,0.128564602,
0.409236708,0.981554467,
0.409236708,0.981554467,
0.409236708,0.981554467,
0.4092367,0.9815545,
0.4092367,0.9815545,
0.067295923,0.000169876,
2.22E-05,0.973834585,
6.95E-07,0.759286279,
6.12E-05,0.017882222,
0.017703258,0.676515195,
4.80E-10,3.72E-05,
0.000167194,0.898703325,
0.110028031,0.003518786,
0.443793813,0.359497695,
2.07E-05,0.189496873,
0.247298518,0.683589203,
1.51E-17,0.000507713,
0.43318461,4.62E-29,
1.01E-05,1.53E-06,
0.05768311,0.07879111,
0.328304185,0.071905838,
9.76E-05,0.002169705,
1.08E-08,0.000942406,
0.07244241,0.3455693,
0.5819419,0.2052644,
6.21E-07,0.3322582,
0.2132377,0.002399127,
0.8678698,1.09E-07,
1.85E-16,3.12E-06,
0.205769069,0.194433321,
0.5253799,5.05E-08,
0.000548103,0.018682453,
3.97E-14,0.000194241,
0.3660619,0.6398269,
8.72E-45,0.608202964,
0.054364618,0.654498341,
0.1060168,0.547727,
0.079294438,0.878175036,
8.27E-13,0.165857403,
9.92E-11,0.951289593,
1.90E-19,2.07E-11,
0.102633951,0.002613135,
4.76E-06,0.680577273,
1.70E-36,1.10E-05,
3.94E-09,0.004423689,
7.13E-06,1.09E-05,
5.71E-22,0.06407993,
9.43E-28,0.88960504,
0.025332893,0.229512344,
0.806723726,0.175018314,
0.053214111,0.031767658,
0.139986178,0.542996777,
0.000212801,2.88E-05,
0.009632244,0.097095954,
0.341196543,0.635416959,
5.27E-08,0.007147882,
0.059787536,0.000217153,
0.187000147,0.375530826,
0.409396148,0.180108663,
0.014935857,1.01E-05,
0.000863932,0.878354891,
1.77E-18,0.281714164,
3.95E-14,9.94E-06,
0.869163634,0.662653315,
0.000985089,5.98E-14,
0.000232369,0.153291875,
0.202179475,0.085200561,
0.510769,0.3306849,
0.01559422,3.43E-06,
0.001504826,1.19E-05,
0.07688822,0.005727814,
0.000226077,0.01200885,
0.1042752,0.6079657,
0.805095198,3.15E-14,
2.85E-18,2.16E-31,
0.984078826,0.014742912,
3.28E-06,7.47E-05,
0.315188725,1.80E-15,
4.34E-38,0.832924871,
0.602623909,0.002371316,
0.691789729,0.164701154,
0.001169118,0.127889771,
0.750721033,0.000381688,
0.5651422,0.00092894,
0.002400143,9.69E-07,
0.583968315,0.203744088,
0.012738937,0.003245422,
6.19E-08,0.034196192,
0.016135891,0.017378597,
0.803376121,0.267484937,
0.000822543,0.1111747,
0.1149707,0.02715577,
0.100577354,2.96E-09,
0.1320231,0.1458905,
3.35E-06,2.68E-13,
2.01E-18,0.002896783,
0.394700349,0.071110566,
4.87E-10,0.902364238,
0.088912188,0.784303148,
0.85314051,2.47E-05,
0.002448207,0.000140994,
0.1801418,0.0001815,
0.003378417,1.66E-05,
0.635164973,0.559399975,
0.136514015,0.795447908,
0.00615516,0.004175456,
0.746776775,0.327636801,
0.020409418,0.08284422,
1.68E-05,0.3908174,
1.56E-09,0.765930046,
0.670936844,0.887454582,
0.030105746,0.035252264,
0.000708325,1.30E-06,
0.000314217,0.330532594,
7.32E-15,0.942965624,
2.58E-07,0.878354891,
0.126841353,0.165672176,
2.66E-07,0.00014681,
0.488840379,4.75E-08,
0.922611951,0.319840717,
0.000447099,0.002915421,
0.405856285,0.006485368,
9.06E-28,0.2928692,
3.01E-16,0.3929754,
0.000508745,3.08E-05,
0.000729333,4.71E-07,
1.06E-06,1.41E-11,
0.885218574,0.076287556,
0.02242552,0.034237791,
0.02304067,3.09E-07,
0.535702692,1.04E-06,
6.93E-06,0.45788227,
0.765969127,0.041486581,
0.22791879,0.187478828,
0.05978754,0.4312868,
0.000880708,0.024793552,
0.09620986,0.0457733,
0.01074185,0.9775493,
0.7164839,2.38E-07,
0.1023491,0.9179467,
4.82E-12,4.18E-06,
0.074434381,0.191482608,
0.642322816,0.03902228,
0.733676139,0.970384328,
0.78364126,0.048037673,
0.179959236,0.185186518,
0.277342644,0.48664119,
0.592463416,0.08314536,
0.203844545,0.62682628,
0.792731631,0.085618402,
1.56E-05,2.58E-07,
8.29E-05,0.003228725,
0.09734825,1.11E-08,
0.035019849,2.01E-05,
0.910303894,0.005049676,
0.334936364,0.625855291,
0.042274926,0.122212318,
6.87E-07,0.972492365,
0.000276006,6.18E-05,
5.16E-22,0.000122439,
0.8466427,0.5493534,
0.02045153,9.95E-10,
8.18E-24,0.017163149,
0.000230107,0.386391123,
0.020116074,0.501788369,
0.177675779,0.791852466,
1.15E-06,0.002939839,
3.22E-10,0.1051364,
0.375377,0.01104738,
0.6869395,0.480466,
0.00081984,0.004930544,
7.33E-10,0.1436442,
5.75E-07,8.19E-06,
0.00272513,0.9113009,
0.028924442,5.78E-06,
0.375591994,0.063988587,
0.000598574,9.81E-06,
0.6719603,4.19E-05,
0.496339514,0.000121446,
1.77E-07,0.081297256,
0.0411395,0.1830495,
2.97E-14,0.000326778,
0.004412115,0.069000409,
0.020050817,0.005718368,
0.967776658,0.130878745,
0.0115405,0.1377868,
0.400081712,0.328975693,
2.23E-19,0.664749292,
0.720964199,0.001285573,
0.820627184,0.05977696,
8.53E-25,0.824491882,
7.68E-09,0.011114756,
0.000135194,0.004060587,
0.111172086,0.0012202,
8.18E-05,0.057112109,
0.6807558,2.80E-05,
0.000370314,0.818613963,
7.13E-12,0.001518375,
0.388423322,0.654868024,
0.984093023,0.579628189,
0.006355183,0.856408062,
0.431489377,7.69E-14,
1.21E-05,0.92504531,
0.880357281,6.26E-05,
8.43E-08,0.002668299,
7.99E-05,1.58E-07,
0.08250804,0.765227026,
0.010311711,0.975733328,
0.004716741,0.000571262,
0.171603367,0.211780007,
1.60E-07,0.023842542,
0.010974273,0.82378724,
0.421937649,0.119774308,
0.55101245,0.394608088,
0.959801353,0.68225021,
0.51990502,0.309401971,
0.007245415,0.008572313,
0.432039815,0.180719085,
0.014380182,0.568072684,
0.010727155,0.88960504,
3.89E-06,0.003216901,
3.25E-07,0.009441881,
0.062298095,0.283534875,
0.002073994,0.455457409,
0.897070257,0.200198376,
0.647962727,4.36E-05,
0.051672412,0.565712539,
0.029017123,0.098207886,
0.198448924,0.234677506,
0.05472337,0.01304654,
0.1750828,0.5356945,
0.04625074,0.9602506,
0.2737024,0.2126191,
3.06E-24,1.35E-12,
0.1281193,1.78E-05,
0.5291573,0.9326899,
0.01666018,0.9965499,
0.2025253,0.7329647,
4.51E-06,0.133367,
0.01493322,0.7954055,
0.1239848,0.899961,
0.7038744,4.72E-11,
9.62E-28,0.09183454,
0.04861636,0.3551706,
0.270124239,0.003399808,
2.78E-11,0.006104133,
0.959830109,0.01997299,
0.7534432,0.01660452,
0.821576683,0.003665279,
4.07E-21,0.003562138,
0.021224138,0.049194691,
0.684327676,0.470802877,
0.523262425,0.534112741,
2.01E-22,3.40E-07,
0.295239574,0.002128571,
0.29422199,0.104542898,
2.86E-06,0.060339942,
0.303553894,0.25554573,
0.338456846,0.000583644,
1.65E-05,1.93E-10,
0.007713056,0.160843285,
0.005258113,0.01997299,
9.51E-05,1.88E-08,
0.000463633,0.56491543,
0.2132377,0.4777377,
0.6340427,0.864847,
0.4526776,0.6117838,
0.04878028,0.1993218,
0.03298841,0.04714023,
7.04E-07,1.22E-06,
1.20E-09,0.911441151,
0.000941516,1.29E-06,
0.179817895,7.12E-11,
0.2111537,0.007293568,
5.20E-08,0.132900729,
1.02E-09,0.000499889,
0.027007995,0.463779421,
0.300813,0.1051307,
0.101008641,0.041795478,
0.6971225,0.2915563,
2.07E-16,0.221879217,
1.10E-20,6.55E-07,
0.6147274,0.2126191,
0.000267481,0.170240246,
4.02E-05,0.05436918,
0.055247673,0.934082191,
0.543185153,0.128003923,
0.639290344,0.388812116,
5.25E-21,0.038502213,
8.26E-08,0.658989347,
6.52E-14,0.055670566,
1.59E-13,0.005115555,
0.001948802,9.79E-05,
1.78E-09,0.047379525,
0.04176557,0.467968971,
0.332226218,0.858393078,
0.836648378,0.003953213,
1.11E-09,0.029949595,
6.10E-14,0.141141041,
0.006651054,0.07374787,
0.431109935,0.340414109,
1.52E-05,0.060465038,
2.66E-07,0.202289425,
0.084727979,0.008986287,
0.613628,0.1183412,
0.194844258,0.618971868,
2.76E-05,0.00161704,
1.46E-11,0.232440253,
0.05634553,0.03771733,
0.000615312,0.04540061,
0.06126816,0.3481554,
0.896938276,0.864895742,
0.051862115,4.97E-05,
0.00081984,0.000333439,
5.52E-06,0.03426284,
0.584391529,5.02E-05,
0.131174452,0.003886567,
0.005088496,0.180992096,
1.52E-06,0.472992907,
0.001779578,2.75E-07,
0.348549235,0.284945513,
0.193771377,7.58E-07,
0.801042344,0.619018634,
0.4451177,1.98E-16,
0.000520232,0.0193136,
7.07E-09,9.84E-12,
0.002382822,0.000123583,
0.1744776,0.5493534,
0.053222916,2.06E-06,
1.44E-10,0.000111977,
0.5077283,0.09298412,
0.000139485,0.011039437,
0.001243512,0.479416309,
2.04E-05,0.000531242,
0.03518094,0.002051617,
0.279737739,0.037717331,
0.227404812,0.001089271,
0.03152996,0.01941321,
0.009618162,0.478758809,
1.13E-37,0.001056958,
0.02624777,0.005478923,
0.001633879,0.335219772,
7.72E-05,0.003432423,
0.000597345,0.004122271,
0.472248964,0.106170449,
9.44E-05,0.043984187,
0.002654643,0.036045006,
1.14E-08,1.83E-10,
0.000111561,0.000333621,
8.32E-20,1.57E-12,
0.056418517,0.991883253,
0.537066329,0.727346296,
0.445117654,3.44E-05,
6.64E-10,0.970356664,
0.002319411,0.2116699,
0.3488673,0.3213672,
3.55E-17,2.12E-06,
1.06E-22,0.000257604,
0.926035315,0.000842859,
0.2227322,0.013695741,
0.476661545,8.63E-05,
0.005446442,0.004546752,
0.000113058,0.686633,
0.400850029,0.904743196,
0.935171439,0.15516787,
1.51E-10,3.29E-05,
0.619563739,0.385221758,
0.581577783,0.021444172,
4.44E-06,0.691199253,
7.32E-15,0.38169511,
7.36E-25,0.061698381,
0.03473781,2.71E-05,
0.07644755,0.000280231,
1.59E-84,8.63E-05,
5.00E-08,8.81E-05,
7.95E-83,6.02E-13,
0.02421389,0.01294538,
1.66E-08,0.013428367,
3.31E-20,3.21E-08,
0.002320102,1.97E-06,
9.74E-09,4.94E-06,
3.63E-06,0.000455494,
2.54E-05,0.012365847,
0.517424183,1.40E-05,
3.97E-13,0.038502213,
0.001286794,0.894796321,
0.57543765,0.00234379,
0.002784667,6.77E-11,
4.57E-09,0.004947668,
7.18E-07,0.002960304,
0.001073397,0.04186918,
0.810205071,0.192558063,
0.00752748,0.22108625,
